Place_ID X Date,target
0OS9LVX X 2020-01-02,57.30154573892196
0OS9LVX X 2020-01-03,35.623136932580564
0OS9LVX X 2020-01-04,33.45556883226482
0OS9LVX X 2020-01-05,21.70546524690826
0OS9LVX X 2020-01-06,38.04872115610533
0OS9LVX X 2020-01-07,49.784898327316114
0OS9LVX X 2020-01-08,46.293033608897076
0OS9LVX X 2020-01-09,41.18579972019916
0OS9LVX X 2020-01-10,31.335239277391338
0OS9LVX X 2020-01-11,31.08941593977488
0OS9LVX X 2020-01-12,47.06346497589311
0OS9LVX X 2020-01-13,58.72338085339743
0OS9LVX X 2020-01-14,46.52913434454513
0OS9LVX X 2020-01-15,51.77342626762129
0OS9LVX X 2020-01-16,36.14644051960977
0OS9LVX X 2020-01-17,50.24972440362217
0OS9LVX X 2020-01-18,61.94286676624279
0OS9LVX X 2020-01-19,31.020838490547703
0OS9LVX X 2020-01-20,24.693842710156332
0OS9LVX X 2020-01-21,18.69823773774806
0OS9LVX X 2020-01-22,45.419306274171504
0OS9LVX X 2020-01-23,33.2915762515936
0OS9LVX X 2020-01-24,59.25925058761959
0OS9LVX X 2020-01-25,62.794239069312425
0OS9LVX X 2020-01-26,25.258469869972032
0OS9LVX X 2020-01-27,27.554794498436422
0OS9LVX X 2020-01-28,30.208140856481805
0OS9LVX X 2020-01-29,41.329780368995216
0OS9LVX X 2020-01-30,53.610788973147464
0OS9LVX X 2020-01-31,42.49373190124152
0OS9LVX X 2020-02-01,28.14399931554817
0OS9LVX X 2020-02-02,34.843645562472375
0OS9LVX X 2020-02-03,64.20314211774667
0OS9LVX X 2020-02-04,43.92203517501321
0OS9LVX X 2020-02-05,35.16794344091886
0OS9LVX X 2020-02-06,9.434037798661848
0OS9LVX X 2020-02-07,29.563863056093396
0OS9LVX X 2020-02-08,52.414923326353346
0OS9LVX X 2020-02-09,52.72815900754904
0OS9LVX X 2020-02-10,37.08257634220399
0OS9LVX X 2020-02-11,29.053225341869165
0OS9LVX X 2020-02-12,21.072146770190557
0OS9LVX X 2020-02-13,29.65026546072386
0OS9LVX X 2020-02-14,45.0906920964635
0OS9LVX X 2020-02-15,23.395572588309733
0OS9LVX X 2020-02-16,23.21221988843172
0OS9LVX X 2020-02-17,25.713568072634644
0OS9LVX X 2020-02-18,33.46242592609951
0OS9LVX X 2020-02-19,47.28215454766723
0OS9LVX X 2020-02-20,41.047696541480036
0OS9LVX X 2020-02-21,33.155291955186385
0OS9LVX X 2020-02-22,4.465186282753166
0OS9LVX X 2020-02-23,22.21792066004673
0OS9LVX X 2020-02-24,30.21244548075174
0OS9LVX X 2020-02-25,36.06232862141178
0OS9LVX X 2020-02-26,37.677753724308786
0OS9LVX X 2020-02-27,26.03116361981256
0OS9LVX X 2020-02-28,25.06683678336185
0OS9LVX X 2020-02-29,42.47570573975236
0OS9LVX X 2020-03-01,40.109549036265435
0OS9LVX X 2020-03-02,35.663122983333324
0OS9LVX X 2020-03-03,26.938923489346962
0OS9LVX X 2020-03-04,25.708143721548822
0OS9LVX X 2020-03-05,27.821254108605444
0OS9LVX X 2020-03-06,53.052737892613095
0OS9LVX X 2020-03-07,32.89934204856581
0OS9LVX X 2020-03-08,35.385691059382225
0OS9LVX X 2020-03-09,7.6323738760056585
0OS9LVX X 2020-03-10,22.89674014019465
0OS9LVX X 2020-03-11,32.31004593494163
0OS9LVX X 2020-03-12,36.22784617426214
0OS9LVX X 2020-03-13,25.36515734575778
0OS9LVX X 2020-03-14,20.914349912315174
0OS9LVX X 2020-03-15,18.370012222362675
0OS9LVX X 2020-03-16,34.02633738043778
0OS9LVX X 2020-03-17,39.0799143025024
0OS9LVX X 2020-03-18,36.008610650764695
0OS9LVX X 2020-03-19,29.233757127971785
0OS9LVX X 2020-03-20,7.961976781014073
0OS9LVX X 2020-03-21,17.238758542805044
0OS9LVX X 2020-03-22,37.69882761211238
0OS9LVX X 2020-03-23,35.26738929306157
0OS9LVX X 2020-03-24,30.418185562692543
0OS9LVX X 2020-03-25,19.144205297307963
0OS9LVX X 2020-03-26,20.200413783827116
0OS9LVX X 2020-03-27,33.523343812402345
0OS9LVX X 2020-03-28,26.210579642893208
0OS9LVX X 2020-03-29,26.815925202804465
0OS9LVX X 2020-03-30,19.099927562595894
0OS9LVX X 2020-03-31,14.095189296888293
0OS9LVX X 2020-04-01,16.94004823005025
0OS9LVX X 2020-04-02,28.694223716840042
0OS9LVX X 2020-04-03,45.03133181664134
0OS9LVX X 2020-04-04,49.686039435840485
0Q2LTOG X 2020-01-02,103.32817782276834
