Place_ID X Date,target
0OS9LVX X 2020-01-02,45.601000000000006
0OS9LVX X 2020-01-03,37.583
0OS9LVX X 2020-01-04,33.149
0OS9LVX X 2020-01-05,32.66
0OS9LVX X 2020-01-06,41.581
0OS9LVX X 2020-01-07,39.907
0OS9LVX X 2020-01-08,41.188
0OS9LVX X 2020-01-09,41.496
0OS9LVX X 2020-01-10,38.27
0OS9LVX X 2020-01-11,43.55
0OS9LVX X 2020-01-12,49.488
0OS9LVX X 2020-01-13,49.14900000000001
0OS9LVX X 2020-01-14,40.626999999999995
0OS9LVX X 2020-01-15,56.54200000000001
0OS9LVX X 2020-01-16,51.29
0OS9LVX X 2020-01-17,46.258
0OS9LVX X 2020-01-18,45.908
0OS9LVX X 2020-01-19,37.694
0OS9LVX X 2020-01-20,31.8
0OS9LVX X 2020-01-21,42.02
0OS9LVX X 2020-01-22,39.911
0OS9LVX X 2020-01-23,31.585
0OS9LVX X 2020-01-24,26.62
0OS9LVX X 2020-01-25,36.376999999999995
0OS9LVX X 2020-01-26,32.384
0OS9LVX X 2020-01-27,33.148
0OS9LVX X 2020-01-28,34.309
0OS9LVX X 2020-01-29,38.298
0OS9LVX X 2020-01-30,43.681000000000004
0OS9LVX X 2020-01-31,47.28
0OS9LVX X 2020-02-01,40.08
0OS9LVX X 2020-02-02,44.19
0OS9LVX X 2020-02-03,44.7
0OS9LVX X 2020-02-04,43.96
0OS9LVX X 2020-02-05,42.85
0OS9LVX X 2020-02-06,39.74
0OS9LVX X 2020-02-07,42.574
0OS9LVX X 2020-02-08,56.903999999999996
0OS9LVX X 2020-02-09,52.371
0OS9LVX X 2020-02-10,44.828
0OS9LVX X 2020-02-11,45.21
0OS9LVX X 2020-02-12,36.760999999999996
0OS9LVX X 2020-02-13,44.67
0OS9LVX X 2020-02-14,40.847
0OS9LVX X 2020-02-15,34.924
0OS9LVX X 2020-02-16,33.551
0OS9LVX X 2020-02-17,34.374
0OS9LVX X 2020-02-18,35.889
0OS9LVX X 2020-02-19,45.358000000000004
0OS9LVX X 2020-02-20,44.1
0OS9LVX X 2020-02-21,37.58
0OS9LVX X 2020-02-22,45.99
0OS9LVX X 2020-02-23,33.242
0OS9LVX X 2020-02-24,33.383
0OS9LVX X 2020-02-25,33.509
0OS9LVX X 2020-02-26,36.424
0OS9LVX X 2020-02-27,35.452
0OS9LVX X 2020-02-28,40.952
0OS9LVX X 2020-02-29,38.404
0OS9LVX X 2020-03-01,40.04
0OS9LVX X 2020-03-02,34.8
0OS9LVX X 2020-03-03,47.32899999999999
0OS9LVX X 2020-03-04,49.063
0OS9LVX X 2020-03-05,51.293
0OS9LVX X 2020-03-06,46.681999999999995
0OS9LVX X 2020-03-07,42.255
0OS9LVX X 2020-03-08,37.027
0OS9LVX X 2020-03-09,36.736999999999995
0OS9LVX X 2020-03-10,33.453
0OS9LVX X 2020-03-11,44.361000000000004
0OS9LVX X 2020-03-12,38.64
0OS9LVX X 2020-03-13,41.57
0OS9LVX X 2020-03-14,47.001999999999995
0OS9LVX X 2020-03-15,37.611999999999995
0OS9LVX X 2020-03-16,42.075
0OS9LVX X 2020-03-17,35.17
0OS9LVX X 2020-03-18,43.443000000000005
0OS9LVX X 2020-03-19,36.986
0OS9LVX X 2020-03-20,34.74
0OS9LVX X 2020-03-21,33.74
0OS9LVX X 2020-03-22,36.347
0OS9LVX X 2020-03-23,37.426
0OS9LVX X 2020-03-24,48.6
0OS9LVX X 2020-03-25,41.038999999999994
0OS9LVX X 2020-03-26,38.65
0OS9LVX X 2020-03-27,37.604
0OS9LVX X 2020-03-28,44.986999999999995
0OS9LVX X 2020-03-29,43.763000000000005
0OS9LVX X 2020-03-30,44.94
0OS9LVX X 2020-03-31,45.306999999999995
0OS9LVX X 2020-04-01,49.12
