ID,target
00BHHHP1,-0.6375546548515558
00UNMD0E,0.41301066279411314
01AXPTJF,0.1276425704360008
01HOEQJW,0.8860344231128692
01JUKMAO,0.3191174194216728
01V1X8XW,1.0
01VCVYR0,0.23447710424661633
01VO7KBO,0.7213637471199036
020SYHIL,0.8535531222820282
02CQIJUI,0.010723432945087551
02OLGGYV,-0.08812680877745152
02VDQ7JT,0.8337016284465789
03VDEOFZ,0.9710757195949554
03W32GF1,0.0377225149422884
0415LSAN,0.7121483922004699
047IZEE1,0.8887922525405884
04BA7VQ9,0.8274487316608429
04Q6QMSI,1.0
04UJ9Q31,0.2748790808022022
04W0XJEJ,-0.27025724314153193
05277SI4,-0.0389225147664547
05OKQQBU,0.7123629510402679
05PUPGUS,0.01525646261870861
0749FDXA,1.0
078BED1W,-0.6917280886322259
07B3FVUX,0.0471023328602314
07SO3YBG,-0.6152498751878738
07VBSV9R,0.9941888511180876
07VRJ7KY,0.9500140845775604
07ZUS2DD,1.0
08DJ5XND,0.6021504700183868
08HY52OR,0.024065281450748446
08ZVZMNA,0.9805795788764953
09D4JMNJ,0.641107040643692
09DSYIQ7,-0.16438610963523387
09O38XEV,0.10168696232140063
0A21KQ6M,-0.048736632242798804
0A5K6EBZ,-0.03662801347672939
0AKC7N18,1.0
0AVGJKYZ,0.02333432175219059
0BJTMHMU,0.10328329801559448
0BLHVV1M,0.004888999630929902
0C4IZ2NQ,0.16468157172203063
0C5GV66O,0.9717978358268737
0CBOHX9M,1.0
0CCJ1SMQ,0.01506411880254746
0CGQFX6F,-0.0073000808944925655
0CQ3QSYS,0.9188625335693359
0CXVNB4Q,0.8833751857280732
0D33P1WR,0.9626771867275237
0D3W2EG9,-0.75376066416502
0D7OGTTQ,0.30244739949703214
0DCGQEQD,0.3118777260184288
0DFIQMAV,0.03120950281154364
0DOD5YV1,0.9986942291259766
0DSEXSUT,1.0
0E5E5VOC,0.3762565970420837
0EILVR8Z,-0.02622584952623583
0ELNXTUQ,-0.09980468228459358
0F36Y853,0.14342542439699174
0FCA4MPB,0.174559386074543
0FKEWN0K,0.6328491926193237
0FOBE3OZ,-0.17816807031631468
0FX9QJAS,-0.09089427329599857
0G18CCZX,-0.4255490198731422
0G3S14B8,-0.9956913888454437
0G5WK2AZ,-0.5488204538822173
0GB1F2Q5,-0.5696483641862868
0GBJQZB7,0.14445283017121255
0GG5Y3LI,0.5001269727945328
0GOLHGV0,0.5004385143518448
0H40XA1I,0.11228907480835915
0HAAKCTM,0.7130322724580764
0HZWVJSU,0.9495606839656829
0HZZT3VB,0.8555168390274048
0I1SE7QS,-0.3654910087585449
